Date	Account	Category	Subcategory	Note	INR	Income/Expense	Description	Amount	Currency	Account
15/12/24	self-card	Grocery		Zepto	1110	Expense		1110	INR	1110
15/12/24	self-card	Travel		Auto	63	Expense		63	INR	63
15/12/24	self-cash	Grocery		Namdhaari	1126	Expense		1126	INR	1126
15/12/24	self-card	Food		Food	180	Expense		180	INR	180
15/12/24	not-self-card	Grocery		Zepto	100	Expense		100	INR	100
15/12/24	self-card	Grocery		Zepto	77	Expense		77	INR	77
15/12/24	not-self-card	Food		Burrito	387	Expense		387	INR	387
15/12/24	self-cash	Travel		Parking	80	Expense		80	INR	80
15/12/24	self-cash	Food		Orion-chilis	1400	Expense		1400	INR	1400
15/12/24	self-card	Grocery		Blink-it	262	Expense		262	INR	262
15/12/24	not-self-card	Grocery		Blink-it	50	Expense		50	INR	50
16/12/24	self-card	Education		Go-course	545	Expense		545	INR	545
18/12/24	not-self-cash	Grocery		Pindi-machine	20	Expense		20	INR	20
18/12/24	self-cash	Shopping		Stationery	120	Expense		120	INR	120
18/12/24	self-cash	Travel		Petrol	3500	Expense		3500	INR	3500
18/12/24	self-cash	Health		Medplus	265	Expense		265	INR	265
18/12/24	not-self-cash	Health		Medplus	700	Expense		700	INR	700
18/12/24	self-cash	Grocery		Shoprite	150	Expense		150	INR	150
18/12/24	not-self-cash	Grocery		Shoprite	500	Expense		500	INR	500
18/12/24	not-self-cash	Grocery		Veggies	320	Expense		320	INR	320
18/12/24	self-cash	Grocery		Veggies	50	Expense		50	INR	50
18/12/24	self-cash	Food		Subway	350	Expense		350	INR	350
19/12/24	not-self-card	Food		Amintiri	2080	Expense		2080	INR	2080
19/12/24	not-self-card	Travel		Bus	425	Expense		425	INR	425
19/12/24	not-self-cash	Food		Pizza	1110	Expense		1110	INR	1110
19/12/24	self-cash	Grocery		Zepto	400	Expense		400	INR	400
21/12/24	not-self-card	Grocery		Zepto	226	Expense		226	INR	226
21/12/24	self-card	Grocery		BB	275	Expense		275	INR	275
21/12/24	self-card	Travel		Auto	71	Expense		71	INR	71
21/12/24	self-card	Food		Wraffel	375	Expense		375	INR	375
21/12/24	self-card	Travel		Auto	87	Expense		87	INR	87
22/12/24	self-card	Grocery		ZEPTO	1119	Expense		1119	INR	1119
22/12/24	self-card	Shopping		Masks	329	Expense		329	INR	329
23/12/24	self-cash	Food		Shetty-lunch	740	Expense		740	INR	740
23/12/24	self-card	Food		Coffee	271	Expense		271	INR	271
23/12/24	self-card	Travel		Toll-parking	330	Expense		330	INR	330
23/12/24	self-card	Travel		Auto	110	Expense		110	INR	110
23/12/24	not-self-cash	Lifestyle		Bda	760	Expense		760	INR	760
23/12/24	self-card	Lifestyle		Bda	45	Expense		45	INR	45
23/12/24	not-self-cash	Lifestyle		Temple	250	Expense		250	INR	250
23/12/24	self-cash	Lifestyle		Temple	200	Expense		200	INR	200
23/12/24	not-self-cash	Lifestyle		Bda	400	Expense		400	INR	400
23/12/24	not-self-cash	Lifestyle		Bda	500	Expense		500	INR	500
23/12/24	not-self-cash	Grocery		Shoprite	1250	Expense		1250	INR	1250
23/12/24	self-cash	Grocery		Shankar	350	Expense		350	INR	350
23/12/24	not-self-cash	Grocery		Shankar	350	Expense		350	INR	350
24/12/24	self-cash	Food		Foodcourt	1320	Expense		1320	INR	1320
24/12/24	self-card	Food		foodcourt	282	Expense		282	INR	282
24/12/24	self-card	Food		McD	104	Expense		104	INR	104
24/12/24	self-card	Travel		Parking	110	Expense		110	INR	110
24/12/24	self-cash	Grocery		Lulu	165	Expense		165	INR	165
24/12/24	not-self-cash	Grocery		Lulu	1400	Expense		1400	INR	1400
25/12/24	not-self-cash	Food		Idly	250	Expense		250	INR	250
25/12/24	self-cash	Lifestyle		Fun-city	3750	Expense		3750	INR	3750
25/12/24	self-cash	Food		McD-frozen	1480	Expense		1480	INR	1480
25/12/24	self-cash	Travel		Petrol	3500	Expense		3500	INR	3500
25/12/24	self-cash	Lifestyle		Temple	520	Expense		520	INR	520
25/12/24	self-cash	Food		Gopalan	540	Expense		540	INR	540
25/12/24	self-card	Food		Burgerking	205	Expense		205	INR	205
25/12/24	self-cash	Food		Corn-goli	160	Expense		160	INR	160
26/12/24	self-cash	Grocery		Zepto	600	Expense		600	INR	600
26/12/24	self-card	Food		Leena	1419	Expense		1419	INR	1419
26/12/24	self-card	Travel		Auto	180	Expense		180	INR	180
26/12/24	self-cash	Shopping		Vihaan-cloths	650	Expense		650	INR	650
26/12/24	self-cash	Grocery		Lulu-grocery	650	Expense		650	INR	650
26/12/24	self-card	Grocery		Amazon-chocolate	408	Expense		408	INR	408
