Date	Account	Category	Subcategory	Note	INR	Income/Expense	Description	Amount	Currency	Account
09/11/24	self-cash	Lifestyle		Parlor	3606	Expense		3606	INR	3606
09/11/24	self-cash	Food		Ice-cream	240	Expense		240	INR	240
09/11/24	self-cash	Travel		Auto	140	Expense		140	INR	140
09/11/24	self-cash	Grocery		Blink-it	530	Expense		530	INR	530
10/11/24	self-cash	Utility		Gas	500	Expense		500	INR	500
10/11/24	self-card	Grocery		Zepto	1100	Expense		1100	INR	1100
10/11/24	self-cash	Grocery		Zepto	500	Expense		500	INR	500
10/11/24	self-cash	Utility		Car-cleaning	1200	Expense		1200	INR	1200
10/11/24	self-card	Travel		Auto	63	Expense		63	INR	63
11/11/24	self-cash	Health		Doctor	360	Expense		360	INR	360
11/11/24	self-cash	Lifestyle		Temple	300	Expense		300	INR	300
12/11/24	not-self-card	Travel		Auto	130	Expense		130	INR	130
13/11/24	self-card	Health		OneMg	424	Expense		424	INR	424
13/11/24	self-card	Travel		Auto	230	Expense		230	INR	230
14/11/24	self-card	Travel		Auto	300	Expense		300	INR	300
15/11/24	self-cash	Food		Pizzahut	500	Expense		500	INR	500
15/11/24	self-cash	Lifestyle		Movie	600	Expense		600	INR	600
15/11/24	self-card	Travel		Auto	185	Expense		185	INR	185
15/11/24	self-cash	Shopping		Homecentre	1560	Expense		1560	INR	1560
16/11/24	self-card	Grocery		Zepto	1120	Expense		1120	INR	1120
16/11/24	self-card	Grocery		BB	1006	Expense		1006	INR	1006
17/11/24	self-cash	Food		Kishen-Food	1000	Expense		1000	INR	1000
17/11/24	self-cash	Travel		Cab	400	Expense		400	INR	400
17/11/24	self-card	Food		Frozen	400	Expense		400	INR	400
17/11/24	self-cash	Grocery		Blinkit	300	Expense		300	INR	300
17/11/24	not-self-cash	Grocery		Blinkit	230	Expense		230	INR	230
18/11/24	not-self-card	Travel		Auto	87	Expense		87	INR	87
18/11/24	self-cash	Shopping		Myntra-vihaan	520	Expense		520	INR	520
18/11/24	self-cash	Health		Doctor	1370	Expense		1370	INR	1370
19/11/24	self-card	Lifestyle		UrbanClap	399	Expense		399	INR	399
19/11/24	self-card	Grocery		Zepto	1230	Expense		1230	INR	1230
21/11/24	self-cash	Travel		Auto	100	Expense		100	INR	100
22/11/24	self-cash	Lifestyle		Temple	140	Expense		140	INR	140
22/11/24	self-cash	Health		Bda-med	305	Expense		305	INR	305
22/11/24	self-cash	Lifestyle		Office	100	Expense		100	INR	100
22/11/24	self-card	Lifestyle		Office	65	Expense		65	INR	65
23/11/24	self-card	Lifestyle		Urbanclap	272	Expense		272	INR	272
23/11/24	self-cash	Education		Kumaran	100	Expense		100	INR	100
23/11/24	self-cash	Food		Swiggy	1100	Expense		1100	INR	1100
24/11/24	self-card	Grocery		Zepta	1138	Expense		1138	INR	1138
24/11/24	self-cash	Grocery		Namadari-grocery	2170	Expense		2170	INR	2170
24/11/24	self-cash	Food		Tiffin	185	Expense		185	INR	185
24/11/24	not-self-cash	Food		Tiffin	410	Expense		410	INR	410
28/11/24	self-cash	Food		Third-wave	733	Expense		733	INR	733
28/11/24	self-cash	Misc		Xerox	230	Expense		230	INR	230
29/11/24	self-card	Travel		Bus	170	Expense		170	INR	170
29/11/24	self-card	Lifestyle		BMS	373	Expense		373	INR	373
30/11/24	self-card	Grocery		Zepto	1263	Expense		1263	INR	1263
30/11/24	self-card	Shopping		Myntra	1400	Expense		1400	INR	1400
30/11/24	self-card	Travel		Auto	90	Expense		90	INR	90
30/11/24	self-card	Travel		Auto	205	Expense		205	INR	205
30/11/24	self-cash	Food		Cake	430	Expense		430	INR	430
30/11/24	self-cash	Travel		Auto	100	Expense		100	INR	100
30/11/24	self-card	Travel		Ticket	290	Expense		290	INR	290
30/11/24	self-cash	Food		Nacho	300	Expense		300	INR	300
30/12/24	self-cash	Travel		Petrol	3000	Expense		3000	INR	3000
30/12/24	self-cash	Utility		Maid	5700	Expense		5700	INR	5700
